trial_num,stimulus,trigger_code,is_deviant,condition,standard_type,deviant_type,block_num,post_deviant
1,N,1,False,Control,N,N2,1,False
2,N,1,False,Control,N,N2,1,False
3,N,1,False,Control,N,N2,1,False
4,N,1,False,Control,N,N2,1,False
5,N,1,False,Control,N,N2,1,False
6,N,1,False,Control,N,N2,1,False
7,N,1,False,Control,N,N2,1,False
8,N,1,False,Control,N,N2,1,False
9,N,1,False,Control,N,N2,1,False
10,N,1,False,Control,N,N2,1,False
11,N,1,False,Control,N,N2,1,False
12,N,1,False,Control,N,N2,1,False
13,N,1,False,Control,N,N2,1,False
14,N2,12,True,Control,N,N2,1,False
15,N,1,False,Control,N,N2,1,True
16,N,1,False,Control,N,N2,1,False
17,N,1,False,Control,N,N2,1,False
18,N,1,False,Control,N,N2,1,False
19,N,1,False,Control,N,N2,1,False
20,N,1,False,Control,N,N2,1,False
21,N2,12,True,Control,N,N2,1,False
22,N,1,False,Control,N,N2,1,True
23,N,1,False,Control,N,N2,1,False
24,N,1,False,Control,N,N2,1,False
25,N2,12,True,Control,N,N2,1,False
26,N,1,False,Control,N,N2,1,True
27,N,1,False,Control,N,N2,1,False
28,N,1,False,Control,N,N2,1,False
29,N,1,False,Control,N,N2,1,False
30,N,1,False,Control,N,N2,1,False
31,N,1,False,Control,N,N2,1,False
32,N2,12,True,Control,N,N2,1,False
33,N,1,False,Control,N,N2,1,True
34,N,1,False,Control,N,N2,1,False
35,N,1,False,Control,N,N2,1,False
36,N,1,False,Control,N,N2,1,False
37,N,1,False,Control,N,N2,1,False
38,N,1,False,Control,N,N2,1,False
39,N2,12,True,Control,N,N2,1,False
40,N,1,False,Control,N,N2,1,True
41,N,1,False,Control,N,N2,1,False
42,N,1,False,Control,N,N2,1,False
43,N,1,False,Control,N,N2,1,False
44,N,1,False,Control,N,N2,1,False
45,N,1,False,Control,N,N2,1,False
46,N2,12,True,Control,N,N2,1,False
47,N,1,False,Control,N,N2,1,True
48,N,1,False,Control,N,N2,1,False
49,N,1,False,Control,N,N2,1,False
50,N,1,False,Control,N,N2,1,False
51,N,1,False,Control,N,N2,1,False
52,N2,12,True,Control,N,N2,1,False
53,N,1,False,Control,N,N2,1,True
54,N,1,False,Control,N,N2,1,False
55,N,1,False,Control,N,N2,1,False
56,N,1,False,Control,N,N2,1,False
57,N,1,False,Control,N,N2,1,False
58,N,1,False,Control,N,N2,1,False
59,N,1,False,Control,N,N2,1,False
60,N,1,False,Control,N,N2,1,False
61,N,1,False,Control,N,N2,1,False
62,N,1,False,Control,N,N2,1,False
63,N,1,False,Control,N,N2,1,False
64,N,1,False,Control,N,N2,1,False
65,N,1,False,Control,N,N2,1,False
66,N,1,False,Control,N,N2,1,False
67,N,1,False,Control,N,N2,1,False
68,N,1,False,Control,N,N2,1,False
69,N,1,False,Control,N,N2,1,False
70,N,1,False,Control,N,N2,1,False
